"SampleID"	"SiteID"	"Layer"	"Moisture"	"SOM"	"SOC"	"New_Layer"	"Lake"	"Lat"	"Long"	"Habitat"	"sobs"	"chao"	"coverage"	"shannon"	"simpson"
"151"	"7A6"	"7A"	6	17.83984384	7.303337831	4.236274844	"Sediment"	"Polley_Lake"	52.53753	-121.58754	"C"	1395	3548.514423	0.668417	6.733298	0.002287
"152"	"8A2"	"8A"	2	33.64196958	64.9659325	37.68325551	"Shallow"	"Polley_Lake"	52.535	-121.58525	"A"	1646	4893.19469	0.559913	7.050753	0.00139
"153"	"8A3"	"8A"	3	12.75623071	10.83366435	6.284028043	"Deep"	"Polley_Lake"	52.535	-121.58525	"A"	1557	4557.132743	0.57232	6.821732	0.003974
"154"	"8A5"	"8A"	5	47.63494176	80.58419923	46.74257496	"Sediment"	"Polley_Lake"	52.535	-121.58525	"A"	1121	2969.846154	0.737206	6.074781	0.010069
"155"	"8A6"	"8A"	6	20.75035035	10.95358871	6.353589742	"Sediment"	"Polley_Lake"	52.535	-121.58525	"A"	1222	3077.571429	0.7073	6.27937	0.008282
"156"	"9A1"	"9A"	1	28.26344072	27.93775549	16.2051946	"Shallow"	"Polley_Lake"	52.53321	-121.58467	"C"	1577	3958.607547	0.589181	6.951618	0.002122
"157"	"9A3"	"9A"	3	31.79177132	56.92809374	33.02093604	"Deep"	"Polley_Lake"	52.53321	-121.58467	"C"	1574	4257.792373	0.590545	6.981759	0.001583
"158"	"9A4"	"9A"	4	17.77411407	16.18680725	9.38909933	"Deep"	"Polley_Lake"	52.53321	-121.58467	"C"	1593	4625.120536	0.57723	6.975727	0.001695
"159"	"9A5"	"9A"	5	13.54052024	15.77022549	9.147462582	"Sediment"	"Polley_Lake"	52.53321	-121.58467	"C"	1158	2624.201117	0.745792	6.379359	0.004274
"160"	"9A6"	"9A"	6	19.87888681	17.66631176	10.24728061	"Sediment"	"Polley_Lake"	52.53321	-121.58467	"C"	1309	3241.940299	0.69481	6.535503	0.00443
